연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
2193,1,158,청량리(서울시립대입구),승차,2022-05,32948
2194,1,158,청량리(서울시립대입구),하차,2022-05,32105
2195,1,159,동묘앞,승차,2022-05,24952
2196,1,159,동묘앞,하차,2022-05,24668
2197,2,201,시청,승차,2022-05,9400
2198,2,201,시청,하차,2022-05,8641
2199,2,202,을지로입구,승차,2022-05,16413
2200,2,202,을지로입구,하차,2022-05,15974
2201,2,203,을지로3가,승차,2022-05,10846
2202,2,203,을지로3가,하차,2022-05,10739
2203,2,204,을지로4가,승차,2022-05,9354
2204,2,204,을지로4가,하차,2022-05,8811
2205,2,205,동대문역사문화공원(DDP),승차,2022-05,8812
2206,2,205,동대문역사문화공원(DDP),하차,2022-05,9273
2207,2,206,신당,승차,2022-05,13503
2208,2,206,신당,하차,2022-05,13724
2209,2,207,상왕십리,승차,2022-05,10973
2210,2,207,상왕십리,하차,2022-05,10666
2211,2,208,왕십리(성동구청),승차,2022-05,10134
2212,2,208,왕십리(성동구청),하차,2022-05,8085
2213,2,209,한양대,승차,2022-05,2869
2214,2,209,한양대,하차,2022-05,3160
2215,2,210,뚝섬,승차,2022-05,10622
2216,2,210,뚝섬,하차,2022-05,10722
2217,2,211,성수,승차,2022-05,25042
2218,2,211,성수,하차,2022-05,25550
2219,2,212,건대입구,승차,2022-05,16239
2220,2,212,건대입구,하차,2022-05,17431
2221,2,213,구의(광진구청),승차,2022-05,16654
2222,2,213,구의(광진구청),하차,2022-05,16268
2223,2,214,강변(동서울터미널),승차,2022-05,16327
2224,2,214,강변(동서울터미널),하차,2022-05,15264
2225,2,215,잠실나루,승차,2022-05,10276
2226,2,215,잠실나루,하차,2022-05,10076
2227,2,216,잠실(송파구청),승차,2022-05,30492
2228,2,216,잠실(송파구청),하차,2022-05,28529
2229,2,217,잠실새내,승차,2022-05,10815
2230,2,217,잠실새내,하차,2022-05,10710
2231,2,218,종합운동장,승차,2022-05,7433
2232,2,218,종합운동장,하차,2022-05,7334
2233,2,219,삼성(무역센터),승차,2022-05,17520
2234,2,219,삼성(무역센터),하차,2022-05,16778
2235,2,220,선릉,승차,2022-05,27141
2236,2,220,선릉,하차,2022-05,23712
2237,2,221,역삼,승차,2022-05,22589
2238,2,221,역삼,하차,2022-05,23366
2239,2,222,강남,승차,2022-05,27263
2240,2,222,강남,하차,2022-05,25051
2241,2,223,교대(법원.검찰청),승차,2022-05,15483
2242,2,223,교대(법원.검찰청),하차,2022-05,17312
2243,2,224,서초,승차,2022-05,9675
2244,2,224,서초,하차,2022-05,9469
2245,2,225,방배,승차,2022-05,8482
2246,2,225,방배,하차,2022-05,8349
2247,2,226,사당,승차,2022-05,24770
2248,2,226,사당,하차,2022-05,23881
2249,2,227,낙성대(강감찬),승차,2022-05,15884
2250,2,227,낙성대(강감찬),하차,2022-05,15715
2251,2,228,서울대입구(관악구청),승차,2022-05,25942
2252,2,228,서울대입구(관악구청),하차,2022-05,24724
2253,2,229,봉천,승차,2022-05,23787
2254,2,229,봉천,하차,2022-05,22386
2255,2,230,신림,승차,2022-05,39439
2256,2,230,신림,하차,2022-05,38677
2257,2,231,신대방,승차,2022-05,21248
2258,2,231,신대방,하차,2022-05,20728
2259,2,232,구로디지털단지,승차,2022-05,29105
2260,2,232,구로디지털단지,하차,2022-05,29445
2261,2,233,대림(구로구청),승차,2022-05,19100
2262,2,233,대림(구로구청),하차,2022-05,19499
2263,2,234,신도림,승차,2022-05,32236
2264,2,234,신도림,하차,2022-05,30590
2265,2,235,문래,승차,2022-05,12672
2266,2,235,문래,하차,2022-05,12217
2267,2,236,영등포구청,승차,2022-05,18031
2268,2,236,영등포구청,하차,2022-05,17843
2269,2,237,당산,승차,2022-05,10132
2270,2,237,당산,하차,2022-05,10602
2271,2,238,합정,승차,2022-05,12143
2272,2,238,합정,하차,2022-05,12299
2273,2,239,홍대입구,승차,2022-05,19623
2274,2,239,홍대입구,하차,2022-05,19239
2275,2,240,신촌,승차,2022-05,20090
2276,2,240,신촌,하차,2022-05,18903
2277,2,241,이대,승차,2022-05,7608
2278,2,241,이대,하차,2022-05,7981
2279,2,242,아현,승차,2022-05,9504
2280,2,242,아현,하차,2022-05,9070
2281,2,243,충정로(경기대입구),승차,2022-05,7988
2282,2,243,충정로(경기대입구),하차,2022-05,8081
2283,2,244,용답,승차,2022-05,2563
2284,2,244,용답,하차,2022-05,2583
2285,2,245,신답,승차,2022-05,1419
2286,2,245,신답,하차,2022-05,1389
2287,2,246,신설동,승차,2022-05,5068
2288,2,246,신설동,하차,2022-05,5038
2289,2,247,도림천,승차,2022-05,1058
2290,2,247,도림천,하차,2022-05,1131
2291,2,248,양천구청,승차,2022-05,6636
2292,2,248,양천구청,하차,2022-05,6382
2293,2,249,신정네거리,승차,2022-05,10056
2294,2,249,신정네거리,하차,2022-05,10180
2295,2,250,용두(동대문구청),승차,2022-05,3320
2296,2,250,용두(동대문구청),하차,2022-05,3172
2297,3,309,지축,승차,2022-05,4734
2298,3,309,지축,하차,2022-05,4262
2299,3,310,구파발,승차,2022-05,16666
2300,3,310,구파발,하차,2022-05,15930
2301,3,311,연신내,승차,2022-05,35876
2302,3,311,연신내,하차,2022-05,33523
2303,3,312,불광,승차,2022-05,17365
2304,3,312,불광,하차,2022-05,18748
2305,3,313,녹번,승차,2022-05,10833
2306,3,313,녹번,하차,2022-05,10545
2307,3,314,홍제,승차,2022-05,17386
2308,3,314,홍제,하차,2022-05,16764
2309,3,315,무악재,승차,2022-05,3423
2310,3,315,무악재,하차,2022-05,3471
2311,3,316,독립문,승차,2022-05,8724
2312,3,316,독립문,하차,2022-05,8645
2313,3,317,경복궁(정부서울청사),승차,2022-05,17073
2314,3,317,경복궁(정부서울청사),하차,2022-05,17315
2315,3,318,안국,승차,2022-05,12066
2316,3,318,안국,하차,2022-05,12052
2317,3,319,종로3가,승차,2022-05,9380
2318,3,319,종로3가,하차,2022-05,10590
2319,3,320,을지로3가,승차,2022-05,5851
2320,3,320,을지로3가,하차,2022-05,5959
2321,3,322,동대입구,승차,2022-05,4420
2322,3,322,동대입구,하차,2022-05,4715
2323,3,323,약수,승차,2022-05,11153
2324,3,323,약수,하차,2022-05,10695
2325,3,324,금호,승차,2022-05,5731
2326,3,324,금호,하차,2022-05,5193
2327,3,325,옥수,승차,2022-05,6017
2328,3,325,옥수,하차,2022-05,5649
2329,3,326,압구정,승차,2022-05,12492
2330,3,326,압구정,하차,2022-05,12588
2331,3,327,신사,승차,2022-05,10132
2332,3,327,신사,하차,2022-05,10003
2333,3,328,잠원,승차,2022-05,2762
2334,3,328,잠원,하차,2022-05,2627
2335,3,329,고속터미널,승차,2022-05,21782
2336,3,329,고속터미널,하차,2022-05,21004
2337,3,330,교대(법원.검찰청),승차,2022-05,7105
2338,3,330,교대(법원.검찰청),하차,2022-05,4524
2339,3,331,남부터미널(예술의전당),승차,2022-05,14341
2340,3,331,남부터미널(예술의전당),하차,2022-05,14357
2341,3,332,양재(서초구청),승차,2022-05,17644
2342,3,332,양재(서초구청),하차,2022-05,18019
2343,3,333,매봉,승차,2022-05,6376
2344,3,333,매봉,하차,2022-05,5676
2345,3,334,도곡,승차,2022-05,2312
2346,3,334,도곡,하차,2022-05,2138
2347,3,335,대치,승차,2022-05,5047
2348,3,335,대치,하차,2022-05,4705
2349,3,336,학여울,승차,2022-05,1742
2350,3,336,학여울,하차,2022-05,1643
2351,3,337,대청,승차,2022-05,8971
2352,3,337,대청,하차,2022-05,8338
2353,3,338,일원,승차,2022-05,8451
2354,3,338,일원,하차,2022-05,8036
2355,3,339,수서,승차,2022-05,19997
2356,3,339,수서,하차,2022-05,19189
2357,3,340,가락시장,승차,2022-05,7693
2358,3,340,가락시장,하차,2022-05,7540
2359,3,341,경찰병원,승차,2022-05,5496
2360,3,341,경찰병원,하차,2022-05,5328
2361,3,342,오금,승차,2022-05,3984
2362,3,342,오금,하차,2022-05,3734
2363,4,409,당고개,승차,2022-05,12356
2364,4,409,당고개,하차,2022-05,11578
2365,4,410,상계,승차,2022-05,20528
2366,4,410,상계,하차,2022-05,19592
2367,4,411,노원,승차,2022-05,16938
2368,4,411,노원,하차,2022-05,16898
2369,4,412,창동,승차,2022-05,27097
2370,4,412,창동,하차,2022-05,27251
2371,4,413,쌍문,승차,2022-05,23366
2372,4,413,쌍문,하차,2022-05,22194
2373,4,414,수유(강북구청),승차,2022-05,32179
2374,4,414,수유(강북구청),하차,2022-05,31756
2375,4,415,미아(서울사이버대학),승차,2022-05,17700
2376,4,415,미아(서울사이버대학),하차,2022-05,17494
2377,4,416,미아사거리,승차,2022-05,28330
2378,4,416,미아사거리,하차,2022-05,26798
2379,4,417,길음,승차,2022-05,15469
2380,4,417,길음,하차,2022-05,14950
2381,4,418,성신여대입구(돈암),승차,2022-05,12669
2382,4,418,성신여대입구(돈암),하차,2022-05,12060
2383,4,419,한성대입구(삼선교),승차,2022-05,9358
2384,4,419,한성대입구(삼선교),하차,2022-05,8966
2385,4,420,혜화,승차,2022-05,24885
2386,4,420,혜화,하차,2022-05,23482
2387,4,421,동대문,승차,2022-05,21516
2388,4,421,동대문,하차,2022-05,21027
2389,4,422,동대문역사문화공원(DDP),승차,2022-05,9345
2390,4,422,동대문역사문화공원(DDP),하차,2022-05,8461
2391,4,423,충무로,승차,2022-05,17289
2392,4,423,충무로,하차,2022-05,17713
2393,4,424,명동,승차,2022-05,10818
2394,4,424,명동,하차,2022-05,10656
2395,4,425,회현(남대문시장),승차,2022-05,20099
2396,4,425,회현(남대문시장),하차,2022-05,20239
2397,4,426,서울역,승차,2022-05,7484
2398,4,426,서울역,하차,2022-05,9935
2399,4,427,숙대입구(갈월),승차,2022-05,9937
2400,4,427,숙대입구(갈월),하차,2022-05,9221
2401,4,428,삼각지,승차,2022-05,4352
2402,4,428,삼각지,하차,2022-05,4522
2403,4,429,신용산,승차,2022-05,9587
2404,4,429,신용산,하차,2022-05,9557
2405,4,430,이촌(국립중앙박물관),승차,2022-05,4995
2406,4,430,이촌(국립중앙박물관),하차,2022-05,4764
2407,4,431,동작(현충원),승차,2022-05,1662
2408,4,431,동작(현충원),하차,2022-05,1659
2409,4,432,총신대입구(이수),승차,2022-05,14793
2410,4,432,총신대입구(이수),하차,2022-05,15290
2411,4,433,사당,승차,2022-05,11643
2412,4,433,사당,하차,2022-05,11674
2413,4,434,남태령,승차,2022-05,1029
2414,4,434,남태령,하차,2022-05,798
2415,5,2511,방화,승차,2022-05,9082
2416,5,2511,방화,하차,2022-05,8522
2417,5,2512,개화산,승차,2022-05,7492
2418,5,2512,개화산,하차,2022-05,6840
2419,5,2513,김포공항,승차,2022-05,6657
2420,5,2513,김포공항,하차,2022-05,6468
2421,5,2514,송정,승차,2022-05,7067
2422,5,2514,송정,하차,2022-05,6618
2423,5,2515,마곡,승차,2022-05,7980
2424,5,2515,마곡,하차,2022-05,7327
2425,5,2516,발산,승차,2022-05,17621
2426,5,2516,발산,하차,2022-05,17204
2427,5,2517,우장산,승차,2022-05,10891
2428,5,2517,우장산,하차,2022-05,10970
2429,5,2518,화곡,승차,2022-05,23559
2430,5,2518,화곡,하차,2022-05,22144
2431,5,2519,까치산,승차,2022-05,24397
2432,5,2519,까치산,하차,2022-05,23805
2433,5,2520,신정(은행정),승차,2022-05,10776
2434,5,2520,신정(은행정),하차,2022-05,9599
2435,5,2521,목동,승차,2022-05,11507
2436,5,2521,목동,하차,2022-05,11725
2437,5,2522,오목교(목동운동장앞),승차,2022-05,12771
2438,5,2522,오목교(목동운동장앞),하차,2022-05,12404
2439,5,2523,양평,승차,2022-05,4979
2440,5,2523,양평,하차,2022-05,5011
2441,5,2524,영등포구청,승차,2022-05,3528
2442,5,2524,영등포구청,하차,2022-05,3340
2443,5,2525,영등포시장,승차,2022-05,9574
2444,5,2525,영등포시장,하차,2022-05,9659
2445,5,2526,신길,승차,2022-05,2277
2446,5,2526,신길,하차,2022-05,2184
2447,5,2527,여의도,승차,2022-05,10056
2448,5,2527,여의도,하차,2022-05,9947
2449,5,2528,여의나루,승차,2022-05,6174
2450,5,2528,여의나루,하차,2022-05,6087
2451,5,2529,마포,승차,2022-05,7423
2452,5,2529,마포,하차,2022-05,7531
2453,5,2530,공덕,승차,2022-05,6916
2454,5,2530,공덕,하차,2022-05,6713
2455,5,2531,애오개,승차,2022-05,5802
2456,5,2531,애오개,하차,2022-05,5500
2457,5,2532,충정로(경기대입구),승차,2022-05,2423
2458,5,2532,충정로(경기대입구),하차,2022-05,2303
2459,5,2533,서대문,승차,2022-05,10491
2460,5,2533,서대문,하차,2022-05,9783
2461,5,2534,광화문(세종문화회관),승차,2022-05,14254
2462,5,2534,광화문(세종문화회관),하차,2022-05,14063
2463,5,2535,종로3가,승차,2022-05,11083
2464,5,2535,종로3가,하차,2022-05,11231
2465,5,2536,을지로4가,승차,2022-05,4654
2466,5,2536,을지로4가,하차,2022-05,4960
2467,5,2537,동대문역사문화공원(DDP),승차,2022-05,1171
2468,5,2537,동대문역사문화공원(DDP),하차,2022-05,1390
2469,5,2538,청구,승차,2022-05,3713
2470,5,2538,청구,하차,2022-05,2760
2471,5,2539,신금호,승차,2022-05,5616
2472,5,2539,신금호,하차,2022-05,5981
2473,5,2540,행당,승차,2022-05,6492
2474,5,2540,행당,하차,2022-05,5578
2475,5,2541,왕십리(성동구청),승차,2022-05,4245
2476,5,2541,왕십리(성동구청),하차,2022-05,4214
2477,5,2542,마장,승차,2022-05,5626
2478,5,2542,마장,하차,2022-05,5479
2479,5,2543,답십리,승차,2022-05,12113
2480,5,2543,답십리,하차,2022-05,11572
2481,5,2544,장한평,승차,2022-05,14580
2482,5,2544,장한평,하차,2022-05,14045
2483,5,2545,군자(능동),승차,2022-05,7628
2484,5,2545,군자(능동),하차,2022-05,8024
2485,5,2546,아차산(어린이대공원후문),승차,2022-05,14527
2486,5,2546,아차산(어린이대공원후문),하차,2022-05,13987
2487,5,2547,광나루(장신대),승차,2022-05,8373
2488,5,2547,광나루(장신대),하차,2022-05,7810
2489,5,2548,천호(풍납토성),승차,2022-05,17815
2490,5,2548,천호(풍납토성),하차,2022-05,17167
2491,5,2549,강동,승차,2022-05,15349
2492,5,2549,강동,하차,2022-05,14811
2493,5,2550,길동,승차,2022-05,9575
2494,5,2550,길동,하차,2022-05,9383
2495,5,2551,굽은다리(강동구민회관앞),승차,2022-05,10025
2496,5,2551,굽은다리(강동구민회관앞),하차,2022-05,9200
2497,5,2552,명일,승차,2022-05,8306
2498,5,2552,명일,하차,2022-05,7998
2499,5,2553,고덕,승차,2022-05,8319
2500,5,2553,고덕,하차,2022-05,8234
2501,5,2554,상일동,승차,2022-05,11109
2502,5,2554,상일동,하차,2022-05,10344
2503,5,2555,둔촌동,승차,2022-05,7545
2504,5,2555,둔촌동,하차,2022-05,7122
2505,5,2556,올림픽공원(한국체대),승차,2022-05,3575
2506,5,2556,올림픽공원(한국체대),하차,2022-05,3224
2507,5,2557,방이,승차,2022-05,4841
2508,5,2557,방이,하차,2022-05,4570
2509,5,2558,오금,승차,2022-05,2723
2510,5,2558,오금,하차,2022-05,2738
2511,5,2559,개롱,승차,2022-05,7095
2512,5,2559,개롱,하차,2022-05,6827
2513,5,2560,거여,승차,2022-05,9961
2514,5,2560,거여,하차,2022-05,9426
2515,5,2561,마천,승차,2022-05,8740
2516,5,2561,마천,하차,2022-05,8589
2517,5,2562,강일,승차,2022-05,5072
2518,5,2562,강일,하차,2022-05,4693
2519,5,2563,미사,승차,2022-05,10466
2520,5,2563,미사,하차,2022-05,10346
2521,5,2564,하남풍산,승차,2022-05,3697
2522,5,2564,하남풍산,하차,2022-05,3617
2523,5,2565,하남시청(덕풍·신장),승차,2022-05,7827
2524,5,2565,하남시청(덕풍·신장),하차,2022-05,7653
2525,5,2566,하남검단산,승차,2022-05,5300
2526,5,2566,하남검단산,하차,2022-05,5177
2527,6,2611,응암,승차,2022-05,17777
2528,6,2611,응암,하차,2022-05,16926
2529,6,2612,역촌,승차,2022-05,4619
2530,6,2612,역촌,하차,2022-05,4639
2531,6,2613,불광,승차,2022-05,5690
2532,6,2613,불광,하차,2022-05,4710
2533,6,2614,독바위,승차,2022-05,2759
2534,6,2614,독바위,하차,2022-05,2979
2535,6,2616,구산,승차,2022-05,7319
2536,6,2616,구산,하차,2022-05,6600
2537,6,2617,새절(신사),승차,2022-05,12307
2538,6,2617,새절(신사),하차,2022-05,11726
2539,6,2618,증산(명지대앞),승차,2022-05,11229
2540,6,2618,증산(명지대앞),하차,2022-05,10828
2541,6,2619,디지털미디어시티,승차,2022-05,8751
2542,6,2619,디지털미디어시티,하차,2022-05,8940
2543,6,2620,월드컵경기장(성산),승차,2022-05,7103
2544,6,2620,월드컵경기장(성산),하차,2022-05,6773
2545,6,2621,마포구청,승차,2022-05,15455
2546,6,2621,마포구청,하차,2022-05,13871
2547,6,2622,망원,승차,2022-05,11042
2548,6,2622,망원,하차,2022-05,11240
2549,6,2623,합정,승차,2022-05,6450
2550,6,2623,합정,하차,2022-05,5792
2551,6,2624,상수,승차,2022-05,3032
2552,6,2624,상수,하차,2022-05,3115
2553,6,2625,광흥창(서강),승차,2022-05,5734
2554,6,2625,광흥창(서강),하차,2022-05,5636
2555,6,2626,대흥(서강대앞),승차,2022-05,5932
2556,6,2626,대흥(서강대앞),하차,2022-05,5801
2557,6,2627,공덕,승차,2022-05,10270
2558,6,2627,공덕,하차,2022-05,9234
2559,6,2628,효창공원앞,승차,2022-05,5623
2560,6,2628,효창공원앞,하차,2022-05,5069
2561,6,2629,삼각지,승차,2022-05,3175
2562,6,2629,삼각지,하차,2022-05,2491
2563,6,2630,녹사평(용산구청),승차,2022-05,2287
2564,6,2630,녹사평(용산구청),하차,2022-05,2076
2565,6,2631,이태원,승차,2022-05,4794
2566,6,2631,이태원,하차,2022-05,4895
2567,6,2632,한강진,승차,2022-05,3129
2568,6,2632,한강진,하차,2022-05,3144
2569,6,2633,버티고개,승차,2022-05,1160
2570,6,2633,버티고개,하차,2022-05,1271
2571,6,2634,약수,승차,2022-05,2779
2572,6,2634,약수,하차,2022-05,2518
2573,6,2635,청구,승차,2022-05,2894
2574,6,2635,청구,하차,2022-05,3624
2575,6,2636,신당,승차,2022-05,5691
2576,6,2636,신당,하차,2022-05,5163
2577,6,2637,동묘앞,승차,2022-05,10565
2578,6,2637,동묘앞,하차,2022-05,9952
2579,6,2638,창신,승차,2022-05,2777
2580,6,2638,창신,하차,2022-05,2535
2581,6,2639,보문,승차,2022-05,4388
2582,6,2639,보문,하차,2022-05,3801
2583,6,2640,안암(고대병원앞),승차,2022-05,6207
2584,6,2640,안암(고대병원앞),하차,2022-05,6097
2585,6,2641,고려대(종암),승차,2022-05,6036
2586,6,2641,고려대(종암),하차,2022-05,5824
2587,6,2642,월곡(동덕여대),승차,2022-05,10184
2588,6,2642,월곡(동덕여대),하차,2022-05,9608
2589,6,2643,상월곡(한국과학기술연구원),승차,2022-05,6357
2590,6,2643,상월곡(한국과학기술연구원),하차,2022-05,6045
2591,6,2644,돌곶이,승차,2022-05,8316
2592,6,2644,돌곶이,하차,2022-05,7886
2593,6,2645,석계,승차,2022-05,11272
2594,6,2645,석계,하차,2022-05,10737
2595,6,2646,태릉입구,승차,2022-05,5843
2596,6,2646,태릉입구,하차,2022-05,5929
2597,6,2647,화랑대(서울여대입구),승차,2022-05,7529
2598,6,2647,화랑대(서울여대입구),하차,2022-05,6586
2599,6,2648,봉화산(서울의료원),승차,2022-05,7173
2600,6,2648,봉화산(서울의료원),하차,2022-05,6852
2601,7,2711,장암,승차,2022-05,1691
2602,7,2711,장암,하차,2022-05,1189
2603,7,2712,도봉산,승차,2022-05,8125
2604,7,2712,도봉산,하차,2022-05,10411
2605,7,2713,수락산,승차,2022-05,13369
2606,7,2713,수락산,하차,2022-05,13043
2607,7,2714,마들,승차,2022-05,11394
2608,7,2714,마들,하차,2022-05,10832
2609,7,2715,노원,승차,2022-05,19105
2610,7,2715,노원,하차,2022-05,19114
2611,7,2716,중계,승차,2022-05,19593
2612,7,2716,중계,하차,2022-05,17866
2613,7,2717,하계,승차,2022-05,17865
2614,7,2717,하계,하차,2022-05,16438
2615,7,2718,공릉(서울과학기술대),승차,2022-05,11721
2616,7,2718,공릉(서울과학기술대),하차,2022-05,11273
2617,7,2719,태릉입구,승차,2022-05,8278
2618,7,2719,태릉입구,하차,2022-05,8057
2619,7,2720,먹골,승차,2022-05,10356
2620,7,2720,먹골,하차,2022-05,10094
2621,7,2721,중화,승차,2022-05,11890
2622,7,2721,중화,하차,2022-05,11015
2623,7,2722,상봉(시외버스터미널),승차,2022-05,12388
2624,7,2722,상봉(시외버스터미널),하차,2022-05,11963
2625,7,2723,면목,승차,2022-05,15092
2626,7,2723,면목,하차,2022-05,14996
2627,7,2724,사가정,승차,2022-05,15251
2628,7,2724,사가정,하차,2022-05,14709
2629,7,2725,용마산(용마폭포공원),승차,2022-05,6728
2630,7,2725,용마산(용마폭포공원),하차,2022-05,7079
2631,7,2726,중곡,승차,2022-05,12476
2632,7,2726,중곡,하차,2022-05,12114
2633,7,2727,군자(능동),승차,2022-05,12034
2634,7,2727,군자(능동),하차,2022-05,10208
2635,7,2728,어린이대공원(세종대),승차,2022-05,8461
2636,7,2728,어린이대공원(세종대),하차,2022-05,8130
2637,7,2729,건대입구,승차,2022-05,9526
2638,7,2729,건대입구,하차,2022-05,8359
2639,7,2730,뚝섬유원지,승차,2022-05,6565
2640,7,2730,뚝섬유원지,하차,2022-05,6280
2641,7,2731,청담,승차,2022-05,8118
2642,7,2731,청담,하차,2022-05,7812
2643,7,2732,강남구청,승차,2022-05,5803
2644,7,2732,강남구청,하차,2022-05,6206
2645,7,2733,학동,승차,2022-05,7986
2646,7,2733,학동,하차,2022-05,7717
2647,7,2734,논현,승차,2022-05,6684
2648,7,2734,논현,하차,2022-05,6819
2649,7,2735,반포,승차,2022-05,3232
2650,7,2735,반포,하차,2022-05,3011
2651,7,2736,고속터미널,승차,2022-05,9211
2652,7,2736,고속터미널,하차,2022-05,7853
2653,7,2737,내방,승차,2022-05,7337
2654,7,2737,내방,하차,2022-05,7144
2655,7,2738,이수,승차,2022-05,9733
2656,7,2738,이수,하차,2022-05,8795
2657,7,2739,남성,승차,2022-05,8789
2658,7,2739,남성,하차,2022-05,8436
2659,7,2740,숭실대입구(살피재),승차,2022-05,7210
2660,7,2740,숭실대입구(살피재),하차,2022-05,7385
2661,7,2741,상도,승차,2022-05,7727
2662,7,2741,상도,하차,2022-05,7001
2663,7,2742,장승배기,승차,2022-05,8317
2664,7,2742,장승배기,하차,2022-05,7918
2665,7,2743,신대방삼거리,승차,2022-05,13123
2666,7,2743,신대방삼거리,하차,2022-05,13038
2667,7,2744,보라매,승차,2022-05,7497
2668,7,2744,보라매,하차,2022-05,7334
2669,7,2745,신풍,승차,2022-05,10240
2670,7,2745,신풍,하차,2022-05,9664
2671,7,2746,대림(구로구청),승차,2022-05,6052
2672,7,2746,대림(구로구청),하차,2022-05,5668
2673,7,2747,남구로,승차,2022-05,11125
2674,7,2747,남구로,하차,2022-05,10921
2675,7,2748,가산디지털단지,승차,2022-05,20041
2676,7,2748,가산디지털단지,하차,2022-05,19326
2677,7,2749,철산,승차,2022-05,14408
2678,7,2749,철산,하차,2022-05,13961
2679,7,2750,광명사거리,승차,2022-05,20859
2680,7,2750,광명사거리,하차,2022-05,20756
2681,7,2751,천왕,승차,2022-05,9209
2682,7,2751,천왕,하차,2022-05,8913
2683,7,2752,온수(성공회대입구),승차,2022-05,7391
2684,7,2752,온수(성공회대입구),하차,2022-05,6902
2685,8,2811,암사,승차,2022-05,15177
2686,8,2811,암사,하차,2022-05,14058
2687,8,2812,천호(풍납토성),승차,2022-05,11838
2688,8,2812,천호(풍납토성),하차,2022-05,12281
2689,8,2813,강동구청,승차,2022-05,8233
2690,8,2813,강동구청,하차,2022-05,8049
2691,8,2814,몽촌토성(평화의문),승차,2022-05,4033
2692,8,2814,몽촌토성(평화의문),하차,2022-05,4013
2693,8,2815,잠실(송파구청),승차,2022-05,10561
2694,8,2815,잠실(송파구청),하차,2022-05,10222
2695,8,2816,석촌,승차,2022-05,6478
2696,8,2816,석촌,하차,2022-05,6629
2697,8,2817,송파,승차,2022-05,5673
2698,8,2817,송파,하차,2022-05,5419
2699,8,2818,가락시장,승차,2022-05,6686
2700,8,2818,가락시장,하차,2022-05,6587
2701,8,2819,문정,승차,2022-05,9153
2702,8,2819,문정,하차,2022-05,9079
2703,8,2820,장지,승차,2022-05,12768
2704,8,2820,장지,하차,2022-05,12030
2705,8,2821,복정,승차,2022-05,6924
2706,8,2821,복정,하차,2022-05,6553
2707,8,2822,산성,승차,2022-05,3949
2708,8,2822,산성,하차,2022-05,4404
2709,8,2823,남한산성입구(성남법원.검찰청),승차,2022-05,13294
2710,8,2823,남한산성입구(성남법원.검찰청),하차,2022-05,12724
2711,8,2824,단대오거리,승차,2022-05,13118
2712,8,2824,단대오거리,하차,2022-05,12215
2713,8,2825,신흥,승차,2022-05,6340
2714,8,2825,신흥,하차,2022-05,6570
2715,8,2826,수진,승차,2022-05,7840
2716,8,2826,수진,하차,2022-05,7221
2717,8,2827,모란,승차,2022-05,8588
2718,8,2827,모란,하차,2022-05,6237
2719,8,2828,남위례,승차,2022-05,3178
2720,8,2828,남위례,하차,2022-05,3373
2721,1,150,서울역,승차,2022-06,35745
2722,1,150,서울역,하차,2022-06,34372
2723,1,151,시청,승차,2022-06,13872
2724,1,151,시청,하차,2022-06,13261
2725,1,152,종각,승차,2022-06,20416
2726,1,152,종각,하차,2022-06,18710
2727,1,153,종로3가,승차,2022-06,36319
2728,1,153,종로3가,하차,2022-06,33928
2729,1,154,종로5가,승차,2022-06,28354
2730,1,154,종로5가,하차,2022-06,27429
2731,1,155,동대문,승차,2022-06,16711
2732,1,155,동대문,하차,2022-06,16332
2733,1,156,신설동,승차,2022-06,15638
2734,1,156,신설동,하차,2022-06,14863
2735,1,157,제기동,승차,2022-06,26503
2736,1,157,제기동,하차,2022-06,27287
2737,1,158,청량리(서울시립대입구),승차,2022-06,30193
2738,1,158,청량리(서울시립대입구),하차,2022-06,29822
2739,1,159,동묘앞,승차,2022-06,21213
2740,1,159,동묘앞,하차,2022-06,21049
2741,2,201,시청,승차,2022-06,8825
2742,2,201,시청,하차,2022-06,8033
2743,2,202,을지로입구,승차,2022-06,15508
2744,2,202,을지로입구,하차,2022-06,15144
2745,2,203,을지로3가,승차,2022-06,10235
2746,2,203,을지로3가,하차,2022-06,10273
2747,2,204,을지로4가,승차,2022-06,9134
2748,2,204,을지로4가,하차,2022-06,8420
2749,2,205,동대문역사문화공원(DDP),승차,2022-06,8351
2750,2,205,동대문역사문화공원(DDP),하차,2022-06,8868
2751,2,206,신당,승차,2022-06,12714
2752,2,206,신당,하차,2022-06,12935
2753,2,207,상왕십리,승차,2022-06,10644
2754,2,207,상왕십리,하차,2022-06,10366
2755,2,208,왕십리(성동구청),승차,2022-06,9734
2756,2,208,왕십리(성동구청),하차,2022-06,7920
2757,2,209,한양대,승차,2022-06,2623
2758,2,209,한양대,하차,2022-06,2749
2759,2,210,뚝섬,승차,2022-06,10559
2760,2,210,뚝섬,하차,2022-06,10654
2761,2,211,성수,승차,2022-06,24137
2762,2,211,성수,하차,2022-06,24519
2763,2,212,건대입구,승차,2022-06,15223
2764,2,212,건대입구,하차,2022-06,16364
2765,2,213,구의(광진구청),승차,2022-06,15234
2766,2,213,구의(광진구청),하차,2022-06,15144
2767,2,214,강변(동서울터미널),승차,2022-06,15677
2768,2,214,강변(동서울터미널),하차,2022-06,14607
2769,2,215,잠실나루,승차,2022-06,10084
2770,2,215,잠실나루,하차,2022-06,9936
